Gene	Mean.UTR5.Length_Mouse	Median.UTR5.Length_Mouse	Human	Mean.UTR5.Length_Human	Median.UTR5.Length_Human
ENSMUSG00000046997	401.5	401.5	ENSG00000175093	399.5	399.5
ENSMUSG00000046999	122	122	ENSG00000180044	214	214
ENSMUSG00000047002	24	24	ENSG00000151379	59	59
ENSMUSG00000047003	214.66666666666666	157	ENSG00000264668	397	397
ENSMUSG00000047013	186.8	175	ENSG00000163013	245	278
ENSMUSG00000047014	119	119	ENSG00000133962	157	157
ENSMUSG00000047021	59.5	59.5	ENSG00000181378	131.78571428571428	74.5
ENSMUSG00000047022	114.75	110	ENSG00000151338	109.5909090909091	114.5
ENSMUSG00000047025	418	418	ENSG00000197651	434	434
ENSMUSG00000047026	94	94	ENSG00000215009	260	260
ENSMUSG00000047030	111.33333333333333	118	ENSG00000158480	166.66666666666666	150
ENSMUSG00000047031	255.6	73	NA	NA	NA
ENSMUSG00000047033	177	177	ENSG00000113212	192	192
ENSMUSG00000047034	90.33333333333333	75	ENSG00000167612	113.75	99.5
ENSMUSG00000047036	146.66666666666666	131	ENSG00000185219	124.75	134
ENSMUSG00000047037	386	386	ENSG00000170113	415.25	198.5
ENSMUSG00000047039	59.5	59.5	NA	NA	NA
ENSMUSG00000047040	111.28571428571429	116	ENSG00000167183	128	128
ENSMUSG00000047044	109.5	109.5	ENSG00000135045	301	301
ENSMUSG00000047045	112.3	102.5	ENSG00000157600	94.28571428571429	64
ENSMUSG00000047048	51.666666666666664	52	NA	NA	NA
ENSMUSG00000047050	218	218	NA	NA	NA
ENSMUSG00000047053	50	50	ENSG00000203730	182	182
ENSMUSG00000047067	74	74	ENSG00000188542	479.5	479.5
ENSMUSG00000047079	116.5	116.5	NA	NA	NA
ENSMUSG00000047084	45	45	ENSG00000182768	41	41
ENSMUSG00000047085	41	41	ENSG00000131409	198	132.5
ENSMUSG00000047090	111.5	111.5	NA	NA	NA
ENSMUSG00000047094	110.66666666666667	47	NA	NA	NA
ENSMUSG00000047098	176	176	ENSG00000092098	120.14285714285714	147
ENSMUSG00000047104	58	58	ENSG00000089220	86	86
ENSMUSG00000047108	165	165	ENSG00000172404	119	119
ENSMUSG00000047109	248	259	ENSG00000159261	237.875	148.5
ENSMUSG00000047115	128	128	ENSG00000188732	48	35
ENSMUSG00000047117	156	156	ENSG00000189045	72.66666666666667	28
ENSMUSG00000047123	108.5	108.5	ENSG00000127666	119	119
ENSMUSG00000047126	244	244	ENSG00000141367	230.26315789473685	227
ENSMUSG00000047129	121	114.5	ENSG00000179088	79.7	68
ENSMUSG00000047139	84.5	84.5	ENSG00000272398	170.33333333333334	131
ENSMUSG00000047141	107	107	ENSG00000175105	65	65
ENSMUSG00000047143	146	146	ENSG00000142700	144	96
ENSMUSG00000047146	147	147	ENSG00000138336	264	264
ENSMUSG00000047149	93.5	55	ENSG00000174957	NA	NA
ENSMUSG00000047150	123	123	ENSG00000287363	82.5	82.5
ENSMUSG00000047153	106.5	106.5	ENSG00000100441	87.14285714285714	92
ENSMUSG00000047155	382	382	ENSG00000186377	149	149
ENSMUSG00000047161	39	39	ENSG00000154080	165.25	168
ENSMUSG00000047171	554	554	ENSG00000187821	263.5	263.5
ENSMUSG00000047180	101.75	72	ENSG00000163121	219.8	179
ENSMUSG00000047181	355	355	ENSG00000167100	340.6666666666667	366
ENSMUSG00000047182	105.5	105.5	NA	NA	NA
ENSMUSG00000047187	219	219	ENSG00000104388	173.33333333333334	221
ENSMUSG00000047193	119.5	98.5	ENSG00000187240	122.33333333333333	149
ENSMUSG00000047203	563	563	NA	NA	NA
ENSMUSG00000047205	137.33333333333334	69	ENSG00000167065	464.2	394
ENSMUSG00000047207	62	37	ENSG00000180475	43	43
ENSMUSG00000047213	188.8	261	ENSG00000185728	135	88
ENSMUSG00000047215	99.4	14	NA	NA	NA
ENSMUSG00000047216	114.5	114.5	ENSG00000071991	128	135
ENSMUSG00000047220	13	13	ENSG00000173421	106.85714285714286	76
ENSMUSG00000047221	210	210	ENSG00000222011	194.5	194.5
ENSMUSG00000047222	22.5	22.5	NA	NA	NA
ENSMUSG00000047225	71.6	76	ENSG00000183389	93.6	46
ENSMUSG00000047227	170	223	ENSG00000179476	176.33333333333334	234
ENSMUSG00000047228	96	96	NA	NA	NA
ENSMUSG00000047230	182.5	182.5	ENSG00000165376	194.75	164
ENSMUSG00000047237	42	42	NA	NA	NA
ENSMUSG00000047238	237	237	ENSG00000187601	248	248
ENSMUSG00000047242	145.5	145.5	ENSG00000187325	39	39
ENSMUSG00000047246	103	96.5	ENSG00000180596	14	14
ENSMUSG00000047248	209	209	ENSG00000168014	215	210
ENSMUSG00000047250	137	137	ENSG00000095303	117.66666666666667	116
ENSMUSG00000047253	51	51	ENSG00000221852	53	53
ENSMUSG00000047257	46	46	ENSG00000188086	NA	NA
ENSMUSG00000047259	466	466	ENSG00000166603	426	426
ENSMUSG00000047260	98	99	ENSG00000127774	109.33333333333333	88
ENSMUSG00000047261	149	149	ENSG00000172020	216	210
ENSMUSG00000047264	207	172	ENSG00000198816	92.5	92.5
ENSMUSG00000047281	399	399	ENSG00000175793	64	64
ENSMUSG00000047284	44.5	44.5	ENSG00000215041	36	23
ENSMUSG00000047286	178.5	177	ENSG00000173285	108.16666666666667	112
ENSMUSG00000047293	346	346	ENSG00000154165	56	56
ENSMUSG00000047295	72.5	72.5	NA	NA	NA
ENSMUSG00000047298	163	163	ENSG00000168263	230	230
ENSMUSG00000047307	71	71	ENSG00000113211	186.66666666666666	188
ENSMUSG00000047330	111.66666666666667	70	ENSG00000152049	54	54
ENSMUSG00000047342	71.5	67.5	ENSG00000187607	153.5	126.5
ENSMUSG00000047343	54	54	ENSG00000139780	546	546
ENSMUSG00000047344	328	328	ENSG00000147036	256	256
ENSMUSG00000047352	140.2	136	NA	NA	NA
ENSMUSG00000047356	60	60	ENSG00000187922	46.5	46.5
ENSMUSG00000047361	168	168	ENSG00000182329	373	373
ENSMUSG00000047363	30	30	NA	NA	NA
ENSMUSG00000047368	160.33333333333334	69	ENSG00000107362	287	298
ENSMUSG00000047369	102	102	ENSG00000185842	145.66666666666666	165
ENSMUSG00000047371	270	270	ENSG00000169957	79.33333333333333	80
ENSMUSG00000047379	110.5	110.5	NA	NA	NA
ENSMUSG00000047388	34	34	ENSG00000166454	281.4	126
ENSMUSG00000047390	27	27	NA	NA	NA
ENSMUSG00000047394	79.75	54.5	ENSG00000177989	67.16666666666667	52
ENSMUSG00000047407	184.33333333333334	166.5	ENSG00000177426	282.125	191.5
ENSMUSG00000047409	409	409	ENSG00000144677	213.75	259.5
ENSMUSG00000047412	185.25	185	ENSG00000196323	283.1666666666667	275
ENSMUSG00000047414	465	390	ENSG00000185070	244.4	329
ENSMUSG00000047415	179.16666666666666	114.5	ENSG00000119714	240	211.5
ENSMUSG00000047417	161.5	161.5	ENSG00000079313	165	165
ENSMUSG00000047419	218	218	ENSG00000164309	72	72
ENSMUSG00000047420	227	227	ENSG00000189320	182.5	182.5
ENSMUSG00000047423	18.5	18.5	ENSG00000175573	88.5	88.5
ENSMUSG00000047428	173	81	ENSG00000171462	262.75	175
ENSMUSG00000047434	97	97	ENSG00000173950	129.2	117
ENSMUSG00000047441	196	196	ENSG00000274209	266	266
ENSMUSG00000047443	51	51	ENSG00000178752	38	38
ENSMUSG00000047444	41.5	47.5	NA	NA	NA
ENSMUSG00000047446	147.33333333333334	167	ENSG00000122644	161.71428571428572	96
ENSMUSG00000047454	262	262	ENSG00000171723	479	385.5
ENSMUSG00000047459	191	191	ENSG00000125971	79.57142857142857	67
ENSMUSG00000047462	154.5	154.5	NA	NA	NA
ENSMUSG00000047466	155.66666666666666	184	ENSG00000152242	204	245
ENSMUSG00000047473	379.4	85	ENSG00000120784	127.33333333333333	109.5
ENSMUSG00000047492	2866	2866	ENSG00000139269	230	230
ENSMUSG00000047495	203.33333333333334	259	ENSG00000198010	104.66666666666667	68
ENSMUSG00000047496	235.75	226	ENSG00000176641	174	174
ENSMUSG00000047497	222	222	ENSG00000151388	127.33333333333333	134
ENSMUSG00000047501	189	189	ENSG00000189143	727.5	142
ENSMUSG00000047502	95	74	ENSG00000184313	125.71428571428571	147
ENSMUSG00000047507	128.14285714285714	125	ENSG00000007516	112.55555555555556	107
ENSMUSG00000047508	107.66666666666667	91	ENSG00000196589	34	34
ENSMUSG00000047511	108.57142857142857	49	NA	NA	NA
ENSMUSG00000047514	91	91	ENSG00000189241	100	100
ENSMUSG00000047515	370.25	161.5	ENSG00000182993	53	53
ENSMUSG00000047517	29	32	ENSG00000187908	69.66666666666667	86
ENSMUSG00000047518	194	194	ENSG00000171790	493.8888888888889	121
ENSMUSG00000047528	50.25	42	ENSG00000155749	223.25	224.5
ENSMUSG00000047531	96	96	ENSG00000198471	429	429
ENSMUSG00000047534	161	132	ENSG00000129534	209	168
ENSMUSG00000047535	84.5	84.5	NA	NA	NA
ENSMUSG00000047539	29	29	ENSG00000143756	19	19
ENSMUSG00000047544	55.666666666666664	57	NA	NA	NA
ENSMUSG00000047545	314.25	224.5	NA	NA	NA
ENSMUSG00000047547	54	54	ENSG00000175416	176	176
ENSMUSG00000047554	166.14285714285714	163	ENSG00000166471	164.75	170.5
ENSMUSG00000047557	212	212	ENSG00000079257	170	170
ENSMUSG00000047562	42	42	NA	NA	NA
ENSMUSG00000047564	47	47	ENSG00000212901	54	54
ENSMUSG00000047565	97	97	NA	NA	NA
ENSMUSG00000047583	70.5	70.5	ENSG00000162623	86	87
ENSMUSG00000047586	156.5	156.5	ENSG00000188505	19	19
ENSMUSG00000047591	306	306	ENSG00000182759	326	326
ENSMUSG00000047592	150	113	NA	NA	NA
ENSMUSG00000047594	287.6666666666667	83	NA	NA	NA
ENSMUSG00000047603	144.5	144.5	NA	NA	NA
ENSMUSG00000047604	221	221	ENSG00000181274	157	157
ENSMUSG00000047606	269.3333333333333	371	ENSG00000235711	275.5	275.5
ENSMUSG00000047613	71	71	ENSG00000198912	144	86
ENSMUSG00000047617	183	183	ENSG00000148362	22	22
ENSMUSG00000047619	3479	3479	ENSG00000170967	183	183
ENSMUSG00000047626	125.66666666666667	160	ENSG00000179695	379.75	277.5
ENSMUSG00000047631	291	99	ENSG00000175336	112	112
ENSMUSG00000047632	52.25	52.5	ENSG00000174721	83.5	83.5
ENSMUSG00000047635	97	132	ENSG00000130921	527.1111111111111	185
ENSMUSG00000047636	817	817	ENSG00000157211	463	463
ENSMUSG00000047638	81.5	55	ENSG00000012504	145.5	139.5
ENSMUSG00000047641	34	34	NA	NA	NA
ENSMUSG00000047642	24	24	ENSG00000185306	159.5	159.5
ENSMUSG00000047648	108	137	ENSG00000118496	104.5	104.5
ENSMUSG00000047649	72	72	ENSG00000117877	29.5	29.5
ENSMUSG00000047654	124	124	ENSG00000178093	121	121
ENSMUSG00000047655	53	53	NA	NA	NA
ENSMUSG00000047656	293	293	ENSG00000149743	101.5	93
ENSMUSG00000047658	140.5	140.5	ENSG00000175229	141	151
ENSMUSG00000047667	4	4	NA	NA	NA
ENSMUSG00000047669	220	220	ENSG00000005302	150	101
ENSMUSG00000047671	58.25	57.5	ENSG00000188396	165.25	41
ENSMUSG00000047674	610	610	ENSG00000163114	58	58
ENSMUSG00000047675	182	182	ENSG00000142937	40.5	40.5
ENSMUSG00000047678	69.5	76.5	ENSG00000171657	71.33333333333333	71
ENSMUSG00000047686	187.5	187.5	ENSG00000179300	148	148
ENSMUSG00000047694	182.33333333333334	46	ENSG00000181704	150.5	150.5
ENSMUSG00000047696	78.66666666666667	99	NA	NA	NA
ENSMUSG00000047702	195.75	193.5	NA	NA	NA
ENSMUSG00000047710	117.33333333333333	135	ENSG00000198824	488.54545454545456	101
ENSMUSG00000047712	426	426	ENSG00000111962	401	401
ENSMUSG00000047714	164.5	164.5	ENSG00000184203	151	151
ENSMUSG00000047716	355.8	158	NA	NA	NA
ENSMUSG00000047719	321	321	ENSG00000120942	169	169
ENSMUSG00000047720	232	232	NA	NA	NA
ENSMUSG00000047721	332.5	332.5	ENSG00000169627	228.66666666666666	102
ENSMUSG00000047728	48.25	51.5	NA	NA	NA
ENSMUSG00000047730	9.5	9.5	NA	NA	NA
ENSMUSG00000047731	120.66666666666667	120	ENSG00000166272	124	124
ENSMUSG00000047733	110	110	ENSG00000187066	79	79
ENSMUSG00000047735	163.5	163.5	ENSG00000177409	318.6666666666667	156.5
ENSMUSG00000047746	258.6666666666667	364	ENSG00000163833	77	77
ENSMUSG00000047747	654	654	ENSG00000170153	257.25	162.5
ENSMUSG00000047749	19	19	ENSG00000146858	25	25
ENSMUSG00000047751	85	85	NA	NA	NA
ENSMUSG00000047757	135	99	ENSG00000181544	109.36363636363636	79
ENSMUSG00000047759	735	735	ENSG00000153976	302.6666666666667	101
ENSMUSG00000047766	216.6	259	ENSG00000137821	154.6	106
ENSMUSG00000047767	52.5	52.5	ENSG00000168010	37.5	37.5
ENSMUSG00000047773	63	63	ENSG00000153930	74.66666666666667	67
ENSMUSG00000047777	394	394	ENSG00000116273	336	336
ENSMUSG00000047786	244.5	244.5	ENSG00000145721	35	35
ENSMUSG00000047787	346	346	ENSG00000126500	565	608.5
ENSMUSG00000047789	71	71	ENSG00000177058	110.63636363636364	76
ENSMUSG00000047793	148	148	ENSG00000162804	220	220
ENSMUSG00000047794	90.16666666666667	83.5	ENSG00000183313	55	55
ENSMUSG00000047797	61.25	61	ENSG00000169562	225.875	112.5
ENSMUSG00000047798	111	111	NA	NA	NA
ENSMUSG00000047799	105.75	107.5	NA	NA	NA
ENSMUSG00000047804	126.33333333333333	150	ENSG00000108599	149	149
ENSMUSG00000047810	72	72	ENSG00000168071	74.66666666666667	63
ENSMUSG00000047819	204	204	ENSG00000169989	393.5	393.5
ENSMUSG00000047821	182.25	210.5	ENSG00000221926	220	116
ENSMUSG00000047822	8	8	ENSG00000130173	46	46
ENSMUSG00000047824	185.33333333333334	182	ENSG00000163348	121	149
ENSMUSG00000047832	221.66666666666666	118	ENSG00000170779	51	62
ENSMUSG00000047841	76.66666666666667	98	ENSG00000125531	522.25	65
ENSMUSG00000047842	448	448	ENSG00000165023	54.5	54.5
ENSMUSG00000047843	96.5	96.5	ENSG00000164713	119.5	119.5
ENSMUSG00000047844	84.33333333333333	77	NA	NA	NA
ENSMUSG00000047854	144	144	ENSG00000178750	122	122
ENSMUSG00000047861	66	66	ENSG00000168269	53	53
ENSMUSG00000047866	77	74.5	ENSG00000102910	72.5	72.5
ENSMUSG00000047867	61.333333333333336	63	ENSG00000133561	291.6666666666667	217
ENSMUSG00000047868	203.83333333333334	211	NA	NA	NA
ENSMUSG00000047875	389	389	ENSG00000180758	75	75
ENSMUSG00000047878	87	95	ENSG00000128274	132.57142857142858	74
ENSMUSG00000047879	176	176	ENSG00000101557	182.25	152.5
ENSMUSG00000047880	101.6	74	ENSG00000160683	50	50
ENSMUSG00000047881	164	164	ENSG00000181826	89	89
ENSMUSG00000047884	106	106	ENSG00000213022	45	45
ENSMUSG00000047888	96.66666666666667	68	ENSG00000100354	137	148.5
ENSMUSG00000047889	95.66666666666667	61	ENSG00000124570	416.3529411764706	133
ENSMUSG00000047894	148	148	NA	NA	NA
ENSMUSG00000047897	8	8	ENSG00000203877	119.5	119.5
ENSMUSG00000047898	76.66666666666667	65	ENSG00000183813	49	49
ENSMUSG00000047904	172.66666666666666	147	ENSG00000180616	185.5	185.5
ENSMUSG00000047907	395.5	395.5	ENSG00000182463	440.3333333333333	363
ENSMUSG00000047909	98	98	ENSG00000134461	536	539
ENSMUSG00000047910	175	175	ENSG00000187372	205	205
ENSMUSG00000047911	85	85	ENSG00000158806	242	199
ENSMUSG00000047921	293.5	87.5	ENSG00000167632	138.33333333333334	106
ENSMUSG00000047940	105.5	105.5	ENSG00000163116	326	326
ENSMUSG00000047945	249	249	ENSG00000175130	200	200
ENSMUSG00000047953	13.5	13.5	ENSG00000178732	34.333333333333336	29
ENSMUSG00000047959	254	254	ENSG00000177272	131	131
ENSMUSG00000047960	78.5	50	NA	NA	NA
ENSMUSG00000047963	63	63	ENSG00000118804	37	37
ENSMUSG00000047969	118.33333333333333	116	NA	NA	NA
ENSMUSG00000047976	843.3333333333334	541	ENSG00000111262	553.5	553.5
ENSMUSG00000047977	198.33333333333334	197	NA	NA	NA
ENSMUSG00000047980	89	89	NA	NA	NA
ENSMUSG00000047986	17	17	ENSG00000187867	135.75	133.5
ENSMUSG00000047989	97	93	ENSG00000153391	66.16666666666667	64
ENSMUSG00000047990	62	62	NA	NA	NA
ENSMUSG00000047992	173.4	154	ENSG00000187773	80.66666666666667	49
ENSMUSG00000047995	20	20	NA	NA	NA
ENSMUSG00000047996	88	79	ENSG00000130962	57.5	36.5
ENSMUSG00000048000	65.25	64.5	ENSG00000204120	85.57692307692308	64.5
ENSMUSG00000048001	73	73	ENSG00000197921	99	99
ENSMUSG00000048003	40.5	40.5	ENSG00000188782	26	26
ENSMUSG00000048004	290.5	290.5	NA	NA	NA
ENSMUSG00000048007	277	277	NA	NA	NA
ENSMUSG00000048012	516.1666666666666	115.5	ENSG00000142528	138.625	100.5
ENSMUSG00000048013	39	39	ENSG00000197079	54	54
ENSMUSG00000048015	46.5	46.5	ENSG00000123307	174.5	174.5
ENSMUSG00000048022	544	544	ENSG00000234224	64	64
ENSMUSG00000048027	417	417	ENSG00000174136	270	331
ENSMUSG00000048029	32	32	ENSG00000188316	61.5	61.5
ENSMUSG00000048031	92	92	ENSG00000143297	123	123
ENSMUSG00000048038	114.5	114.5	ENSG00000260220	193.5	207.5
ENSMUSG00000048039	225.5	225.5	ENSG00000143319	417.3333333333333	352
ENSMUSG00000048040	135	135	NA	NA	NA
ENSMUSG00000048047	129.66666666666666	97	ENSG00000177485	124	134
ENSMUSG00000048058	60	60	ENSG00000179241	77.5	77.5
ENSMUSG00000048065	54.333333333333336	49	ENSG00000166394	173.25	74
ENSMUSG00000048067	582.7777777777778	100	NA	NA	NA
ENSMUSG00000048070	94	94	ENSG00000233670	140.5	140.5
ENSMUSG00000048076	140.33333333333334	98	ENSG00000143761	101	62
ENSMUSG00000048077	27	27	ENSG00000187166	312	312
ENSMUSG00000048078	138.5	98	ENSG00000149256	168.4	97
ENSMUSG00000048080	76	42.5	NA	NA	NA
ENSMUSG00000048087	65	65	ENSG00000101444	157.33333333333334	85
ENSMUSG00000048096	203	203	ENSG00000163431	208	208
ENSMUSG00000048100	23	23	ENSG00000197780	94	65
ENSMUSG00000048101	84.33333333333333	38	NA	NA	NA
ENSMUSG00000048108	336	336	ENSG00000187783	132	140
ENSMUSG00000048109	593	593	ENSG00000162775	218.83333333333334	98
ENSMUSG00000048118	112	112	ENSG00000032219	172.6	146
ENSMUSG00000048120	69.5	69.5	ENSG00000138185	85.5	70
ENSMUSG00000048126	153.66666666666666	207	ENSG00000163359	189.66666666666666	216
ENSMUSG00000048138	192	192	ENSG00000173253	299	287.5
ENSMUSG00000048142	860	860	ENSG00000185818	185	185
ENSMUSG00000048148	163.75	177	ENSG00000188039	212.16666666666666	234
ENSMUSG00000048153	369.3333333333333	79	NA	NA	NA
ENSMUSG00000048154	132.66666666666666	170	ENSG00000288710	NA	NA
ENSMUSG00000048155	39	39	ENSG00000123569	132	132
ENSMUSG00000048163	79	79	ENSG00000110876	90	89
ENSMUSG00000048170	300.5	300.5	ENSG00000197771	214.5	214.5
ENSMUSG00000048173	116.5	115	NA	NA	NA
ENSMUSG00000048174	376.3333333333333	293	ENSG00000174529	140	140
ENSMUSG00000048175	79.14285714285714	78	ENSG00000177981	89.44444444444444	111
ENSMUSG00000048185	50	50	ENSG00000114125	51.333333333333336	45
ENSMUSG00000048186	295.3333333333333	398	ENSG00000165626	172.6	116
ENSMUSG00000048197	17	17	NA	NA	NA
ENSMUSG00000048200	61.5	61.5	ENSG00000177685	390.3333333333333	348
ENSMUSG00000048206	216	216	ENSG00000179407	749	571
ENSMUSG00000048216	288.1666666666667	238.5	ENSG00000164604	257.2	176
ENSMUSG00000048217	38	38	ENSG00000161653	42	42
ENSMUSG00000048218	329.3333333333333	347	ENSG00000139211	277.3333333333333	255.5
ENSMUSG00000048222	155	155	NA	NA	NA
ENSMUSG00000048226	197.5	186	NA	NA	NA
ENSMUSG00000048230	262.5	262.5	ENSG00000156509	682	682
ENSMUSG00000048231	5	5	ENSG00000204592	23	23
ENSMUSG00000048232	60.5	60.5	ENSG00000147912	88	88
ENSMUSG00000048234	80	80	ENSG00000163162	113	113
ENSMUSG00000048236	29	29	ENSG00000183378	83	83
ENSMUSG00000048240	104.6	90	ENSG00000176533	45.75	44.5
ENSMUSG00000048249	97.75	95	ENSG00000164463	154.5	157.5
ENSMUSG00000048251	365	365	ENSG00000127152	517.3333333333334	306
ENSMUSG00000048264	261.5	261.5	ENSG00000151240	90	90
ENSMUSG00000048271	178.5	178.5	ENSG00000184863	185	191
ENSMUSG00000048277	22.666666666666668	22	ENSG00000108639	36.5	29.5
ENSMUSG00000048279	330.25	323	ENSG00000151835	237.0625	133.5
ENSMUSG00000048280	72.66666666666667	76	NA	NA	NA
ENSMUSG00000048281	13	13	ENSG00000186047	169.5	169.5
ENSMUSG00000048285	113.5	113.5	ENSG00000139926	123.28571428571429	94
ENSMUSG00000048292	340	123.5	NA	NA	NA
ENSMUSG00000048294	61	61	NA	NA	NA
ENSMUSG00000048299	147	37	NA	NA	NA
ENSMUSG00000048304	225	256	ENSG00000121871	362.3333333333333	261
ENSMUSG00000048307	77.66666666666667	94	ENSG00000186106	147.625	88.5
ENSMUSG00000048310	85	85	ENSG00000159792	96	100
ENSMUSG00000048312	158	158	NA	NA	NA
ENSMUSG00000048327	71	71	ENSG00000169607	11	11
ENSMUSG00000048329	139	139	ENSG00000185156	245	245
ENSMUSG00000048330	40.5	40.5	ENSG00000166405	52	54
ENSMUSG00000048332	173.5	174.5	ENSG00000183722	242.5	242.5
ENSMUSG00000048337	144.5	144.5	ENSG00000264717	175	180
ENSMUSG00000048347	154	154	ENSG00000177839	158	158
ENSMUSG00000048349	266	266	ENSG00000152192	226	226
ENSMUSG00000048351	45	45	ENSG00000162377	21	21
ENSMUSG00000048355	139	139	ENSG00000129128	111	111
ENSMUSG00000048356	57.75	69	ENSG00000197887	NA	NA
ENSMUSG00000048368	147.5	112	ENSG00000127083	143	143
ENSMUSG00000048371	93	93	ENSG00000172840	90	90
ENSMUSG00000048373	258.8	52	ENSG00000137440	98.33333333333333	54
ENSMUSG00000048376	113	113	ENSG00000181104	145.5	145.5
ENSMUSG00000048377	74.5	74.5	ENSG00000186766	89	89
ENSMUSG00000048378	92.5	92.5	NA	NA	NA
ENSMUSG00000048379	192	192	ENSG00000180008	165.8	132
ENSMUSG00000048385	794	794	ENSG00000261678	313	313
ENSMUSG00000048387	168	168	ENSG00000143867	157.5	157.5
ENSMUSG00000048388	113	113	ENSG00000144369	114	114
ENSMUSG00000048391	255.4	154	NA	NA	NA
ENSMUSG00000048398	79.75	73	NA	NA	NA
ENSMUSG00000048399	107.5	107.5	ENSG00000188001	173.5	179
ENSMUSG00000048400	63.5	63.5	ENSG00000103023	121.75	115
ENSMUSG00000048402	174.5	174.5	ENSG00000074047	224	224
ENSMUSG00000048410	63.5	63.5	ENSG00000215421	59.333333333333336	57
ENSMUSG00000048411	54	54	NA	NA	NA
ENSMUSG00000048416	93.5	93.5	ENSG00000178053	139.1764705882353	138
ENSMUSG00000048424	424	424	ENSG00000164188	485	485
ENSMUSG00000048425	78	96	NA	NA	NA
ENSMUSG00000048429	237	237	ENSG00000142444	12	12
ENSMUSG00000048439	114	114	ENSG00000136243	43	43
ENSMUSG00000048440	47.5	45.5	ENSG00000186526	32	32
ENSMUSG00000048442	172.2	157	ENSG00000204323	1470.6666666666667	769
ENSMUSG00000048445	82.5	82.5	ENSG00000176155	108.33333333333333	46.5
ENSMUSG00000048450	250	250	ENSG00000163132	235	235
ENSMUSG00000048455	35.5	35.5	NA	NA	NA
ENSMUSG00000048456	167.33333333333334	120.5	ENSG00000172362	77.33333333333333	22
ENSMUSG00000048458	125	125	ENSG00000197852	137	137
ENSMUSG00000048473	76	76	NA	NA	NA
ENSMUSG00000048478	140.25	81	NA	NA	NA
ENSMUSG00000048480	140.66666666666666	40	NA	NA	NA
ENSMUSG00000048481	138	119	ENSG00000176182	48	48
ENSMUSG00000048482	258.3076923076923	204	ENSG00000176697	322.8235294117647	262
ENSMUSG00000048483	26	26	ENSG00000177108	101.5	101.5
ENSMUSG00000048485	35.333333333333336	40	ENSG00000273274	37.5	37.5
ENSMUSG00000048486	54	54	ENSG00000197296	54	54
ENSMUSG00000048489	115.5	111.5	ENSG00000165507	108.5	108.5
ENSMUSG00000048490	142.66666666666666	98.5	ENSG00000180530	196.6	190
ENSMUSG00000048495	640	640	ENSG00000162971	21	21
ENSMUSG00000048497	107.66666666666667	143	NA	NA	NA
ENSMUSG00000048498	125	125	ENSG00000186407	117	117
ENSMUSG00000048500	34	34	ENSG00000088782	91	91
ENSMUSG00000048501	144	144	NA	NA	NA
ENSMUSG00000048502	402	519	ENSG00000260596	NA	NA
ENSMUSG00000048503	79.33333333333333	94	ENSG00000181264	92	70
ENSMUSG00000048516	157.5	157.5	NA	NA	NA
ENSMUSG00000048520	45	45	ENSG00000161040	161.6	133
ENSMUSG00000048521	34.25	30.5	ENSG00000172215	412	134
ENSMUSG00000048528	111	111	ENSG00000229544	92	92
ENSMUSG00000048534	87.25	105.5	NA	NA	NA
ENSMUSG00000048537	96.66666666666667	83.5	ENSG00000019144	110.6	85
ENSMUSG00000048540	597.8333333333334	287.5	ENSG00000177551	1515.25	254
ENSMUSG00000048546	328	328	ENSG00000183864	242.5	242.5
ENSMUSG00000048550	112.33333333333333	114.5	ENSG00000185875	107	106.5
ENSMUSG00000048562	104.33333333333333	117	ENSG00000164651	81.5	92
ENSMUSG00000048572	61	61	ENSG00000181778	69	69
ENSMUSG00000048573	20	20	NA	NA	NA
ENSMUSG00000048578	145	145	ENSG00000110917	100	100
ENSMUSG00000048581	102	102	ENSG00000174928	58.333333333333336	26
